county,state,population_2024,age_under5,age_under18,age_65andover,race_white,race_black,race_americanindianoralaskanative,race_asian,race_nativehawaiianorpacificislander,race_hispanicorlatino,owneroccupied_units,medianval_ownerunits,pper_household,language_otherenglish,education_hsorhigher (25+),education_bachelorsorhigher (25+),without_insuranceunder65,income_household (2024 dollars),income_percapita (2024 dollars),population_density (square mile 2020)
lasalle county,illinois,"108,390",5.2,20.9,21.1,93.7,3,0.4,1.1,0.1,12,74.4,161900,2.33,7.9,91.8,20.5,5.9,73045,39375,96.6
knox county,illinois,"48,716",5.2,20.1,22.6,85.5,9.3,0.5,1.4,0.1,6.8,70.8,111900,2.15,5.2,89.9,21,6.5,57030,31878,69.7
kendall county,illinois,"143,171",5.9,26.1,11.8,82.1,9.8,0.7,4.8,0.1,23.6,84,322400,3.03,21.8,94,36.9,5.4,111601,44141,411.8
kankakee county,illinois,"106,410",5.6,22.3,18.7,80.6,15.2,0.6,1.1,0.1,13.8,69.9,192600,2.48,10.9,91.6,21.2,6.2,71281,36825,158.9
kane county,illinois,"520,997",5.5,22.9,16.6,85.1,6.1,1.2,5.3,0.1,34,76,327000,2.77,31.8,87.4,38.1,8.6,103163,47482,994.5
johnson county,illinois,"13,320",3.8,16.4,20.7,84.7,13.1,0.6,0.4,0.1,4.8,82,160500,2.82,2.3,85.4,19.6,6.5,62528,27765,38.7
jo daviess county,illinois,"21,528",3.7,17.7,31.6,96,1,0.4,0.7,0.1,4.5,80.4,209900,2.08,2.6,93.2,28.9,6,73993,44251,36.7
jersey county,illinois,"21,150",4.4,19.5,22,95.7,1.1,0.4,1,0,1.8,80.5,171900,2.54,1.8,94.1,22.6,5.1,80361,38634,58.2
jefferson county,illinois,"36,107",5.6,22,20.9,87.2,8.5,0.5,1.1,0,3,71.7,126000,2.37,3.6,92.3,18.2,6.5,63118,33038,65.0
jasper county,illinois,"9,092",5.5,22.7,22.2,97.4,0.6,0.7,0.3,0,1.8,85.2,125500,2.42,1.9,91.8,20.9,5.6,74755,36416,18.8
jackson county,illinois,"53,199",4.9,18.7,17.3,76.1,15.4,0.6,4.5,0.1,5.4,50,137300,2.13,9.8,92.9,36.3,7.9,48763,30227,90.8
iroquois county,illinois,"26,067",5,21.3,23.4,95.7,1.5,0.4,0.7,0,8.9,80,137800,2.27,6,89.1,18.2,7.2,66255,36404,24.2
henry county,illinois,"48,177",4.8,20.8,22.9,95,2.2,0.4,0.5,0,7.3,79.9,151600,2.36,4.5,92.4,24.7,5.4,71911,39614,59.9
henderson county,illinois,"6,048",4.8,18.6,29.3,96.2,0.9,0.4,0.6,0.1,2.3,81.1,104400,2.27,1.1,90.9,20.6,6.2,62227,32931,16.9
hardin county,illinois,"3,550",4.6,18,26.5,94.6,1.7,1,0.4,0.1,2.3,79.5,103800,2.25,0.3,91.9,13.3,5.2,54271,29650,20.6
hancock county,illinois,"17,008",4.8,20.9,25.9,96.8,1.1,0.4,0.4,0.1,2.9,81.3,113800,2.23,2.7,93.6,25.1,5.9,65865,37092,22.2
hamilton county,illinois,"7,818",4.9,21.4,23.5,96.6,0.7,0.5,0.8,0,1.7,76.4,113700,2.3,1.9,91.7,21,6.8,65746,39790,18.4
grundy county,illinois,"53,835",5.4,23.6,16.1,94.1,2.7,0.4,1.1,0.1,13,74.4,271700,2.57,8.5,93.8,23.6,4.4,92235,43656,125.6
greene county,illinois,"11,417",5,21.2,21.9,97.6,0.8,0.3,0.3,0,1.3,78.2,95200,2.58,1.4,91.2,19,6.6,62192,33635,22.1
gallatin county,illinois,"4,690",4.4,19.5,25.5,96.1,1.2,0.5,0.3,0,1.9,77.4,82900,2.28,2.1,86.8,13.6,6.8,59219,34560,15.3
fulton county,illinois,"32,510",4.7,19.4,22,93.5,4,0.7,0.4,0,2.7,76.6,107200,2.24,2.5,90.6,18.5,6,60599,32918,38.8
franklin county,illinois,"37,033",5.5,21.9,21.4,96.4,1,0.4,0.5,0,2.3,74.1,89000,2.28,2.7,89.6,15.8,7.1,56740,31012,92.4
ford county,illinois,"13,451",5.7,23,20.1,93.8,1.7,1.9,0.6,0.1,6.5,72.3,122000,2.23,4.2,91.6,18.9,6.1,62439,34075,27.9
fayette county,illinois,"21,157",5.3,19.8,19.4,90.7,7.1,0.5,0.4,0,3.3,80.6,130700,2.6,4.5,87.3,17.2,7.4,60944,32197,30.0
effingham county,illinois,"34,602",6.3,23.7,19.7,97.1,0.7,0.3,0.7,0,3.1,78.2,189500,2.44,3.2,93,26.9,4.8,80404,40117,72.4
edwards county,illinois,"5,984",4.4,21,23.8,96.1,0.7,0.7,0.8,0,1.8,79.3,100000,2.27,2.1,91.9,13.9,6.4,60519,34238,28.1
edgar county,illinois,"16,398",4.9,19.6,25.4,96.8,1.1,0.3,0.4,0,1.8,72.7,97300,2.13,2.1,89.2,20.4,6.4,59941,35038,27.1
dupage county,illinois,"937,142",5.4,21.7,18.4,77.2,5.6,0.5,14.4,0.1,16.7,73.1,391400,2.61,29.6,93,51.8,5.8,112096,58189,2845.9
douglas county,illinois,"19,824",6.4,24.2,19.4,95.9,1.1,0.5,0.9,0,9.1,76.9,150400,2.51,19.9,87.5,20.9,9.8,77320,36634,47.4
dekalb county,illinois,"101,335",5.3,21.1,14.7,84.2,9.4,0.6,3.1,0.1,15.6,61.4,243600,2.42,12,92.2,33,6.8,70724,36298,159.1
de witt county,illinois,"15,319",5.1,20.9,21.7,95.9,1.3,0.4,0.5,0.1,3.8,78.5,130300,2.3,2.7,93.9,23.2,5,71678,38005,39.0
cumberland county,illinois,"10,305",5.4,22.1,22.4,96.7,0.9,0.3,0.8,0.1,1.6,84.2,126000,2.44,0.7,94.1,19.6,4.6,73327,36140,30.2
crawford county,illinois,"18,388",5,20.1,20.5,92.4,5,0.4,0.7,0.1,2.9,81.9,121100,2.3,2.8,90.5,20.6,5.4,71674,36486,42.1
cook county,illinois,"5,182,617",5.1,20.3,16.8,65,22.9,0.8,8.9,0.1,27.3,57.7,324500,2.43,35.8,88.6,42.7,9,83498,49329,5583.0
coles county,illinois,"46,423",4.9,18.3,19.2,91.3,4.6,0.4,1.3,0.1,4.2,60.4,127400,2.06,5.1,91.1,26.9,5.9,56478,33885,92.2
clinton county,illinois,"37,087",5.5,21.4,19.7,93.6,3.7,0.4,0.7,0.1,4.6,80.3,192400,2.39,4.2,92.2,25.9,5,86588,42658,77.9
clay county,illinois,"12,821",5.7,22.5,22,96.7,0.8,0.3,0.9,0,2.3,79.3,97400,2.39,1.2,90.5,13.1,6.5,60417,31980,28.4
clark county,illinois,"15,076",5,21.7,21.1,96.8,1.1,0.3,0.5,0,2,80.3,132400,2.29,2.2,92.5,24.9,5.7,72927,37528,30.8
christian county,illinois,"33,247",4.8,18.8,20.9,94.7,2.8,0.4,0.7,0.1,3.5,75.2,115500,2.34,2.5,90.9,17.1,5.9,62611,34875,48.0
champaign county,illinois,"212,374",4.9,18.6,14.5,68.8,14.4,0.4,12.8,0.2,8.6,54,211500,2.27,19,95.1,46.2,6.5,63683,38439,206.7
cass county,illinois,"12,713",6.8,24.3,18.8,89.3,6.7,0.9,1.2,0.3,24.9,75.9,97100,2.46,22.1,86.4,20.8,8.6,68125,32954,34.7
carroll county,illinois,"15,444",3.9,17.6,25.3,92.8,4,0.6,0.9,0,5.6,77.2,114500,2.12,6,88.9,17.8,7,60758,32110,35.3
calhoun county,illinois,"4,224",4.1,19.3,25.5,97.2,0.9,0.4,0.4,0,1.9,88.7,190900,3.41,0.4,94.3,20.1,5.3,93203,35142,17.5
bureau county,illinois,"32,486",4.8,20.1,24.1,95.3,1.3,0.6,1.1,0.1,10.9,76.1,126900,2.31,7.3,91.5,21.7,5.9,69257,37423,38.3
brown county,illinois,"6,307",4.4,16.5,15.9,78.2,19.3,1,0.4,0,5.6,71.8,150300,2.15,7,76.7,12.6,5.1,67917,26202,20.4
boone county,illinois,"53,313",5.2,23,17.9,91.3,3.2,1,1.7,0.1,27.2,81.8,216900,2.72,20.6,86.2,23.6,6.8,84571,39818,190.4
bond county,illinois,"16,576",4,17.2,19.7,89.8,6.7,0.7,0.7,0.1,4.1,76.6,145700,2.38,2.3,90.1,21.6,6.4,65959,37166,44.0
alexander county,illinois,"4,594",4.3,20.6,26.2,64.6,31,0.7,0.3,0.3,2.5,77.6,59800,2.5,0.3,87.4,12.6,6.2,47043,29379,22.3
adams county,illinois,"64,109",5.5,22.1,21.8,92,4.3,0.3,0.9,0,2.3,72.1,162600,2.25,2.4,93.8,27.5,5,66220,37595,76.9
ada county,idaho,535799,4.9,21.1,17.3,90.7,1.6,0.9,3.4,0.2,10.4,71.4,476000,2.5,9,95.1,43.9,7.9,88907,47768,470.5
adams county,idaho,4998,3.5,16.1,31.5,93.1,0.4,1.6,0.9,0.4,5.7,83.1,327300,2.6,1.6,92.9,21.3,11.4,59286,36308,3.2
bannock county,idaho,91010,5.8,24.3,16,89.5,1.2,3.9,2.1,0.3,10.6,68.6,267200,2.6,5.8,93.8,30.2,8.4,64080,32268,78.2
bear lake county,idaho,6779,5.8,25.4,22.6,96.3,0.4,1,0.5,0.1,4,85,234200,2.8,4.7,93,20.3,9.7,67304,32301,6.5
benewah county,idaho,10529,5.6,22,24.4,87.2,0.6,7.2,0.5,0.2,4.2,75.7,255800,2.5,3.7,84.4,19.8,14.8,56553,31054,12.3
bingham county,idaho,50889,6.5,28.1,15.9,89.2,0.7,6.7,0.8,0.2,18.2,80.6,258000,3,13.7,89.2,20.8,11.1,76842,31676,22.9
blaine county,idaho,25261,3.8,17.9,24.5,94.5,0.7,1.6,1.3,0.1,23,75.5,663800,2.5,23.4,91.2,45.5,14.8,84470,51123,9.2
boise county,idaho,8581,3.9,15.6,30.3,92.8,1.2,1.2,1.5,0.2,5.6,88,424100,2.3,6.1,95.6,29.9,11.1,77349,38398,4.0
bonner county,idaho,53955,4.6,19.6,27,94.6,0.4,1,1,0.2,4.7,77.6,433400,2.5,3.7,91.6,28.9,14.2,65168,37755,27.2
bonneville county,idaho,133644,7,28.7,14.4,93.8,0.8,1.4,1.4,0.2,15.2,71.6,327000,2.9,9.7,92.1,32.2,9.7,76646,34508,66.4
boundary county,idaho,14040,5.9,23.2,23.4,91.2,0.7,1.9,3.2,0.1,6.1,78,344100,2.6,6.7,87.2,19.6,17.4,62438,29672,9.5
butte county,idaho,2735,5.4,23,26.9,95.2,0.5,1.2,0.3,0.2,7.5,77.4,195800,2.6,7.7,87.6,13.8,12.2,43281,25940,1.2
camas county,idaho,1247,5.7,21,26.1,94.4,0.4,1.1,0.4,0,9.9,75.8,248900,3.4,5.5,86,27.4,12.9,55536,29735,1.0
canyon county,idaho,266892,6.6,26,14.9,92.2,1.1,1.7,1.4,0.4,26.6,75.1,350300,2.9,18.4,87.7,22.8,14.2,72355,30761,393.7
caribou county,idaho,7239,6.3,27.2,19,96.4,0.4,0.7,0.5,0.3,6,82,220200,2.9,4.1,90.5,15.5,12,66653,30255,4.0
cassia county,idaho,25976,7.7,30.2,15,93.6,0.9,2.4,0.8,0.2,31.5,70,257300,3,21.1,85.4,20.9,13.2,67042,30688,9.6
clark county,idaho,794,9.1,23.4,23.4,88.8,2.9,4.3,0.9,0.3,34.5,63.9,203000,3,28.7,75.7,17.3,21.8,52083,22917,0.4
clearwater county,idaho,9151,3.5,14.7,29.6,92.6,0.7,2.7,0.9,0.2,5.4,81.6,240800,2.3,2.9,91.1,19.4,10.1,57961,31608,3.6
custer county,idaho,4597,3.7,17,32.5,95.2,0.7,1.3,0.5,0,5.2,77.7,295600,2.2,1.8,93.6,25.2,12.1,56957,29993,0.9
elmore county,idaho,29729,7.1,24,15.6,86.3,3.2,1.9,3.6,0.6,18.9,65.3,278300,2.6,13.9,88.1,21.2,12.7,58976,30146,9.3
franklin county,idaho,15638,7.6,29.7,14.8,96.3,0.5,1.1,0.3,0.1,7.9,75.2,304000,3,6.4,94,21.5,11,65991,30698,21.4
fremont county,idaho,14399,6.2,23.2,18.5,95.3,0.9,1.1,0.7,0.5,13.2,84.2,281800,2.9,10.5,90.7,21.8,13.8,72767,32085,7.2
gem county,idaho,21857,4.9,21.6,23.5,94.4,0.4,1.2,1.2,0.2,10.4,76.6,367300,2.7,9.2,89,22.3,14.1,66245,34695,34.2
gooding county,idaho,16189,6.5,25.2,18.9,93.1,0.7,2.9,0.9,0.4,32.7,71.4,231800,2.8,28.1,79.8,17.1,17.9,62395,29647,21.4
idaho county,idaho,17912,4.8,19.8,30.2,93.3,0.5,2.8,0.8,0.1,4.3,80.1,284600,2.5,4.8,91.8,22,13.6,60975,32073,2.0
jefferson county,idaho,34854,6.8,31.2,12.9,95.4,0.4,1.2,0.5,0.2,11.4,82.4,335000,3.2,11.1,93.3,27.2,10.1,82952,30733,28.2
jerome county,idaho,26056,7.3,28.9,14.1,94.2,0.8,2.5,0.5,0.2,40.9,75.5,254000,3,33.7,73.4,13.4,18.4,69338,29033,40.6
kootenai county,idaho,188323,5.3,21.9,20.8,93.8,0.5,1.3,1.2,0.2,6.1,72.2,467400,2.5,3.5,94.4,28.8,10.5,77034,38797,138.4
latah county,idaho,42180,5.2,19.2,15.2,91.7,1,0.9,2.9,0.2,5.3,60.6,342500,2.2,5.7,96.9,44.9,9.1,65179,35157,36.7
lemhi county,idaho,8397,3.9,17.8,32.4,95.7,0.5,1.5,0.4,0,4.5,81.3,282100,2.4,1.7,92.7,22.9,12.7,52057,33896,1.7
lewis county,idaho,3728,4.9,20.3,30.2,86.6,0.8,6.6,1.5,0.2,4.8,74.2,202400,2.3,4.1,90.8,20,11.5,49643,29737,7.4
lincoln county,idaho,5556,6.9,25.5,15.5,93.3,0.6,2.3,0.8,0.3,32.7,76.9,206700,2.8,25.7,82.5,11.6,15.8,66038,28597,4.3
madison county,idaho,55549,7.1,20.6,5.7,93,1.3,0.8,2,0.4,9.8,40.2,365000,3.5,9.9,97,40.3,8.7,58259,23024,112.8
minidoka county,idaho,22691,6.7,27.5,16.8,93.3,0.9,2.6,0.8,0.2,37.8,72.8,235300,2.8,24.7,82.1,16.8,13.9,70060,31693,28.6
nez perce county,idaho,42847,4.7,20.5,22,89.3,0.6,5.8,1.1,0.2,4.7,72.2,291300,2.4,3.5,92.9,26.8,9.1,71466,37859,49.6
oneida county,idaho,4976,6,27,20.7,96.3,0.6,0.6,0.6,0.1,4.6,87.2,228100,2.4,7.2,94.2,26.2,7.8,72563,30895,3.8
owyhee county,idaho,12748,5.5,23,19.9,91.3,1.2,4,0.9,0.2,24.9,70.9,281600,2.9,20.6,77.7,13.7,19.4,59773,26059,1.6
payette county,idaho,27662,6.1,24.8,20.1,93.1,0.7,1.9,1,0.1,18.7,74.5,310700,2.7,11,86.7,19.6,12.7,65723,30362,62.4
power county,idaho,8381,6.4,28.3,17,90.7,1.1,3.8,0.6,0.3,35.4,74.6,191200,2.9,29,88,16.7,14.4,59760,25083,5.6
shoshone county,idaho,14074,5.5,20.8,23.9,93.5,0.8,1.8,0.7,0.2,4.5,73.8,222700,2.3,2.2,88.8,11.5,11.4,49975,27965,5.0
teton county,idaho,12932,5,20.6,15.6,95.4,0.7,1,0.9,0.1,17.7,79.8,595900,2.6,14.6,92.6,48.3,14,90740,46968,25.9
twin falls county,idaho,96509,6.1,25.5,17.1,92.9,1.2,1.4,1.7,0.3,19.1,69.6,292700,2.7,14.6,88.7,23,11.8,65338,33505,46.9
valley county,idaho,12777,3.7,17.7,28.3,95.3,0.5,1.2,0.8,0.1,6.1,85.8,599500,3.2,2.1,91,35.4,11.1,76125,38932,3.2
washington county,idaho,11539,5.3,21.6,25.7,92.9,0.9,2.2,1.1,0.1,17.8,73.3,250300,2.6,12.9,88.7,19,10,53608,27769,7.2
hawaii county,hawaii,209790,4.9,20.2,24.9,34.6,1,0.6,20.5,12.9,12.1,73.1,486400,2.8,25.3,93.1,30.9,4.6,77215,38406,49.8
honolulu county,hawaii,998747,5.4,20.2,20.5,21.1,2.8,0.3,42.9,10,9.7,59.5,873000,2.9,26.1,92.9,37.7,3.6,104264,46361,1692.4
kalawao county,hawaii,81,4.9,7.4,35.8,37,0,0,8.6,37,21,0,0,1.2,7,74.4,32.6,,86250,39742,6.8
kauai county,hawaii,73840,5.1,20.8,23.6,32.2,0.8,0.4,30.3,9.3,10.9,67.3,817900,3.1,18,92.7,30.2,4.1,93612,42553,118.2
maui county,hawaii,163688,5.2,20.6,22.1,33.9,0.9,0.6,29.3,10.4,10.8,65,858600,2.9,22.2,92.8,30.1,4.6,95076,44403,141.8
worth county,georgia,"20,262",5.3,21.6,21.6,67.8,29.2,0.4,0.8,0.1,2.8,73.7,104900,2.62,3.2,85.5,11.7,14,58694,28145,36.4
wilkinson county,georgia,"8,667",5.7,21.9,21.3,59.8,36.7,0.7,0.5,0,3.7,80.5,86300,2.49,1.7,88.4,12.3,12.7,45465,25403,19.8
wilkes county,georgia,"9,567",5,20,24.7,56.4,39.2,0.3,1.2,0.1,5.3,66.1,122700,2.28,6.2,82.4,16.9,15.9,52043,32364,20.4
wilcox county,georgia,"8,904",4.5,18.4,20.5,61.7,35,0.3,0.9,0,4.1,74.7,87600,2.68,3,79.2,15.4,16.9,54138,23511,23.2
whitfield county,georgia,"105,070",5.9,24.2,15.5,89.5,4.5,2,1.9,0.2,38.4,67,218000,2.78,31.5,75.6,20.2,20.5,67070,31618,354.2
white county,georgia,"29,668",4.9,18.9,23.9,94.4,2.3,0.6,0.7,0.1,4.6,78.8,278900,2.63,4,84.8,24,16.1,70666,35713,116.3
wheeler county,georgia,"7,076",4.8,15.8,17.6,60.7,36.9,0.2,0.4,0,4.6,65.6,88200,3.79,4,79.1,10,17.7,40539,16802,25.3
webster county,georgia,"2,315",3.7,15.6,27.3,55.9,39.7,1.4,0.7,0,6.6,77,82600,2.82,4,88.8,8.9,16.5,46792,23991,11.2
wayne county,georgia,"32,132",5.7,24,16.2,75,20,0.7,1.7,0.1,6.7,67.3,162800,2.62,5.9,86.6,16.2,15.2,53427,25788,47.0
washington county,georgia,"19,834",5.1,20.9,19,43.6,53.9,0.2,0.6,0,2.6,64.5,112500,2.46,2.7,84.2,16.9,13.1,46023,25101,29.5
warren county,georgia,"5,148",5.7,21,23.9,40.9,55.8,0.2,0.9,0,1.9,72.2,67100,2.43,0.9,76.5,12.3,15,44289,24522,18.3
ware county,georgia,"36,222",6.4,24.6,17.8,64.7,30.8,0.7,1.2,0.1,5.8,63.1,109500,2.59,5.1,82.9,14.4,14.5,47448,23230,40.3
walton county,georgia,"109,792",5.7,23.5,16.6,72.2,22.6,0.6,2.1,0.1,7.7,79.3,339500,2.86,7.6,87.6,24.5,12.8,84945,37047,295.8
walker county,georgia,"69,340",4.9,20.8,20.4,91.4,5,0.5,1,0.1,3.2,77.2,197100,2.55,2.4,87,21.3,14.5,59469,32130,151.6
upson county,georgia,"28,358",5.8,22.6,19,68.5,28.2,0.4,0.7,0.2,2.9,61,168700,2.61,2.6,85.7,15.5,13.5,55429,31521,85.6
union county,georgia,"27,601",3.2,14.7,35.6,95.7,1.4,0.8,0.7,0,4.2,84.4,307400,2.24,3.4,88.3,26.9,15.9,66176,41194,76.5
twiggs county,georgia,"7,728",4.5,18.7,25.1,56.4,39.9,0.5,0.5,0,2.5,88.2,111300,2.66,2.8,78.2,10.5,13.6,56324,30439,22.3
turner county,georgia,"9,023",7,24.9,19.1,56.7,39.6,0.7,0.9,0.3,5.3,63.8,97300,2.62,5.1,76.6,9.8,15.9,36799,23092,31.6
troup county,georgia,"71,513",6.5,24.3,16.5,57.5,36.7,0.7,2.6,0.2,5.3,60.6,217200,2.56,6.3,89,23.8,13.8,56776,33649,167.7
treutlen county,georgia,"6,420",6.1,22.2,19.6,65.2,31.3,0.4,0.7,0,2.9,65.3,100100,2.63,1.8,74.5,11.9,14.9,55518,29014,32.1
towns county,georgia,"13,184",3.3,13,38.7,96.1,1.1,0.4,0.9,0.1,3.3,82.3,316100,2.03,2.6,92.4,31,14.1,59135,42549,75.0
toombs county,georgia,"27,488",7.2,26.2,16.8,68.9,26.9,1.2,1,0.2,13,60.5,137000,2.55,10.7,84.5,18.4,16.4,52621,26501,74.3
tift county,georgia,"41,708",6.3,24.5,17,64.1,31.7,0.7,1.7,0.1,13.7,61,165200,2.52,12.5,86.5,21,16.9,53255,29963,158.5
thomas county,georgia,"46,054",5.8,23.3,20,60.2,36.1,0.7,1.1,0.1,4.3,63.8,196700,2.42,5,89.1,22.7,12.5,60736,33700,84.1
terrell county,georgia,"8,698",5,21.7,22.1,39.1,57.6,0.8,0.6,0.2,3.3,61.6,118400,2.53,3.2,80,13.1,15,46171,26489,27.4
telfair county,georgia,"11,000",5.4,17.7,21.7,60.9,35.9,0.5,0.8,0.1,13.1,64.9,113300,2.87,12.7,77.9,10.1,15.5,50929,20994,28.5
taylor county,georgia,"7,783",4.9,18.8,23.2,61.9,34.8,0.4,1.2,0,3.8,62.9,87700,2.37,2.5,79.5,17.5,15.3,41788,26145,20.7
tattnall county,georgia,"24,275",5.4,20.2,16.3,67,29.2,0.7,0.7,0.2,11.2,71,140000,2.61,10.8,82.8,15.4,17.2,50747,22986,47.5
taliaferro county,georgia,"1,620",4.6,18.4,28.2,41.2,53.5,0.2,1.9,0,5.6,82.1,68900,2.63,3.4,87.3,12,12.2,52500,26230,8.0
talbot county,georgia,"5,755",3.7,16.1,28.8,43.6,52.7,0.8,0.6,0.1,3.5,79.6,117100,2.26,1.4,82.4,12.1,13.7,41597,28882,14.6
sumter county,georgia,"28,972",5.7,22.2,18.5,43.1,53,0.5,1.6,0.2,6.5,56.6,120200,2.49,7.1,84.8,21.4,14.5,42653,27246,61.3
stewart county,georgia,"4,809",3.7,12.8,16.4,41,49.9,0.7,5.3,0,23.7,58.9,65100,2.2,5.4,80,12.7,15.7,33250,22784,11.6
stephens county,georgia,"27,498",5.4,21.6,21.4,84.6,10.8,0.6,0.9,0.2,4.7,73.6,175300,2.48,5.4,85.1,15.1,14,54754,28424,149.7
spalding county,georgia,"70,292",6.1,22.9,19.7,57.8,37.9,0.5,1.2,0.1,6.9,62.7,228700,2.57,6.7,85.5,18.5,14.7,62071,37466,343.5
seminole county,georgia,"9,274",5.2,19.3,26.1,64.5,32.3,0.3,0.9,0,3.5,80.2,121900,2.4,2.1,88.2,13.4,13.2,49495,30138,38.5
screven county,georgia,"14,325",5.7,21,21.9,58.3,38.5,0.5,0.6,0,3.1,69.8,124300,2.81,2.2,86.1,14.7,14.2,52792,30102,21.8
schley county,georgia,"4,503",5.4,22.3,19.5,75.7,19.9,0.2,1,0,5.2,80,143900,2.75,1.3,86.4,22.2,11.3,56875,30247,27.2
rockdale county,georgia,"97,610",5.3,23.1,16.4,30.9,63.7,0.6,1.9,0.2,11.6,69.6,292900,2.74,11.8,91.3,32.4,13.6,77247,36897,720.8
richmond county,georgia,"206,303",6.3,22.7,16.2,35,59.5,0.4,1.8,0.3,6.1,51.2,178500,2.57,6.7,87.8,24.5,13.8,55637,31825,637.0
randolph county,georgia,"6,085",4.5,20.4,28.5,37.5,60.1,0.2,0.7,0,2.5,51.5,90200,2.23,0.5,86.7,16.4,14.9,28380,21770,15.0
rabun county,georgia,"17,711",4.3,16.3,30.3,94.2,1.6,0.8,1.3,0.1,9.1,77.1,295200,2.24,8.7,90.3,31.3,18.7,67493,43928,45.6
quitman county,georgia,"2,323",5.3,18.8,34.7,50.8,45.4,0.8,0.2,0.6,2.8,84.3,104600,2.12,0.3,80.9,12.4,13.7,40179,26057,14.8
putnam county,georgia,"23,383",4.6,18.8,25.8,71.1,25.8,0.5,0.8,0.2,7.9,80.9,249300,2.17,11.2,86.6,31.1,14.5,72096,48458,64.0
pulaski county,georgia,"10,180",5.2,17.7,22.7,63.9,31.8,0.8,1.3,0.1,4.8,70.8,157600,2.42,5.7,84.7,14.5,16.9,50406,27575,39.5
polk county,georgia,"44,610",6.6,25,16,82.9,12.6,1.2,0.8,0.2,14.8,66,187600,2.72,12.1,84.5,15.4,15.8,58515,28773,138.1
pike county,georgia,"20,669",5.3,22.9,16.7,88.3,8.6,0.4,0.6,0,2.7,84.6,305600,2.92,1.8,89.2,21.5,12.5,86719,35851,87.4
pierce county,georgia,"20,669",6.3,24.4,17.7,86.6,9.3,0.9,0.7,0.1,5.6,76.5,153300,2.63,2.9,88.1,20.2,14.9,60517,33633,57.9
pickens county,georgia,"36,580",4.5,18.3,24,95.2,1.7,0.6,0.8,0,4.5,81.2,332700,2.58,3.9,89.9,26.7,13.2,78930,40871,143.1
peach county,georgia,"29,213",5.3,20.7,17.6,50.8,45,0.6,1.2,0.1,9.7,69.6,207800,2.56,7.1,89,22.8,13.3,71293,34046,186.2
paulding county,georgia,"188,549",5.9,24.9,12.4,66.6,27.8,0.6,1.9,0.1,9.8,80.8,326300,2.97,10.6,92.4,29.5,10.2,98031,38871,540.0
oglethorpe county,georgia,"16,172",5.5,21.7,20.2,78.9,16.3,0.6,1.6,0,7.6,83.8,231600,2.84,6.2,88.3,25.3,14.7,75034,34476,33.8
oconee county,georgia,"44,751",4.7,25.2,18.2,87.3,4.9,0.3,5.3,0.1,5.9,81.3,461600,2.89,8.9,96.4,55.9,8.2,121217,57550,226.7
newton county,georgia,"124,010",5.9,24.7,13.7,42.3,52.9,0.6,1.6,0.1,7.9,73.8,265000,2.83,7.1,90.2,25,12.4,77179,33172,410.8
muscogee county,georgia,"201,830",6.5,24.7,15.7,42.9,49.8,0.6,3.1,0.3,9,50.8,193900,2.43,8.3,89.5,30.5,12.3,58073,33739,955.8
murray county,georgia,"41,316",5.6,23,16.5,94.6,1.7,1,0.7,0.3,17.2,73.8,180700,2.64,13.4,78.9,15,16.2,69253,30470,116.0
morgan county,georgia,"21,940",5.3,21.9,21.3,76.5,20,0.7,0.9,0,4.2,78.2,342300,2.57,3.7,91.4,29.7,11.9,78111,42437,57.8
montgomery county,georgia,"8,566",5.2,20.2,19.3,70.6,26.5,0.2,0.8,0,8.3,76.2,115500,2.48,6.7,86.7,19.9,14.2,51941,28166,35.7
monroe county,georgia,"31,437",4.8,20.9,19.6,74.7,21.9,0.4,1.2,0,3.2,83.8,271200,2.7,3.9,91.1,27,10.8,83183,42843,70.6
mitchell county,georgia,"20,329",5.8,23.2,19.5,50.2,46.4,0.8,0.8,0.1,5.7,65.2,106000,2.5,6.6,82.9,14.3,14.6,57613,26645,42.5
miller county,georgia,"5,824",5,22.8,23.4,68.3,28.2,0.5,0.7,0.1,3.7,70.5,124000,2.21,4.8,84.2,21.3,14.1,51425,30453,21.2
meriwether county,georgia,"21,439",5.5,20.5,21.9,60.8,35.5,0.7,0.8,0.1,3.6,73,168800,2.47,1.4,83,14.5,15.6,57340,29411,41.2
mcintosh county,georgia,"11,800",4.1,15.2,30.4,66,30.3,0.7,0.7,0.2,3,80,182700,2.22,2.3,83.6,20,15.6,50273,34457,25.4
mcduffie county,georgia,"21,764",6.1,24.2,20,56.2,40.6,0.5,0.6,0.1,4,65,170200,2.64,3,87.1,17.8,12.8,56733,29258,84.0
marion county,georgia,"7,635",5.3,20.7,22.9,63.5,29.8,1.5,2,0.7,8.6,78.9,154100,2.5,10.3,78.3,17.7,18.2,51667,29446,20.5
madison county,georgia,"32,771",6.2,23.3,18.3,84.5,10.7,0.5,2.2,0,8.4,76.9,219700,2.79,6.7,83.4,21.1,16.3,61963,29716,106.7
macon county,georgia,"11,831",5,17.7,20.6,37.3,58.8,0.7,1.6,0.2,5.4,65.4,97300,2.39,7.5,77.4,11,20.5,41031,24614,30.2
lumpkin county,georgia,"36,016",4.6,16.5,19.2,94,2.2,0.7,1,0.2,6.2,76.3,307900,2.69,6,89.7,31.6,15.3,77448,35798,118.4
