county,state,youth_share,elderly_share,owneroccupied_units,medianval_ownerunits,pper_household,language_otherenglish,education_bachelorsorhigher,without_insuranceunder65,income_percapita,population_density,disability_prevalence,dependency_ratio,minority_share,hispanic_share,cluster
tama county,iowa,23.2,21.7,76.5,139900,2.5,11.3,19.4,7.3,34094,23.8,11.4,44.9,13.1,12.4,Medium Risk: Older White Homeowner Communities
taylor county,iowa,22.8,23.4,77.7,109700,2.3,5.8,15.5,7.1,35070,11.1,14.1,46.2,3.4,8.9,Medium Risk: Older White Homeowner Communities
union county,iowa,21.8,21.5,72.1,117800,2.3,2.9,24.1,5.9,31843,28.7,15.6,43.3,5.1,4.7,Medium Risk: Older White Homeowner Communities
van buren county,iowa,23.7,24.1,83.1,118800,2.5,10.2,19.4,9,31538,14.9,18,47.8,2.5,1.9,Medium Risk: Older White Homeowner Communities
wapello county,iowa,23.6,18.8,67.4,112900,2.4,14.2,19.4,7.5,33337,82.1,15.9,42.4,14.4,15.1,Medium Risk: Older White Homeowner Communities
warren county,iowa,24,17.3,83,252800,2.6,3,32.7,3.6,43239,92,10.6,41.3,4.4,4.2,Medium Risk: Older White Homeowner Communities
washington county,iowa,24.3,21.1,72.2,199600,2.5,7.2,24.9,8,37686,39.7,13.5,45.4,4.2,8.4,Medium Risk: Older White Homeowner Communities
wayne county,iowa,25.8,23.6,80.1,102300,2.5,8.4,16,8.2,34623,12.4,14.7,49.4,3.1,2,Medium Risk: Older White Homeowner Communities
webster county,iowa,21.4,20.5,70.1,138500,2.2,5.4,20.5,7.7,35172,51.7,14.8,41.9,10.5,8,Medium Risk: Older White Homeowner Communities
winnebago county,iowa,21.3,23.2,74.4,132300,2.2,6.1,25.1,5.3,36877,26.7,12.2,44.5,5.5,6.1,Medium Risk: Older White Homeowner Communities
winneshiek county,iowa,18.6,24.8,76.4,239000,2.2,4.4,31.5,4.7,40595,29.1,10.3,43.4,3.6,3.2,Medium Risk: Older White Homeowner Communities
woodbury county,iowa,25.4,16.2,68.4,172000,2.5,18.3,23.4,8.1,34330,121.4,13.5,41.6,16.7,20.5,Low Risk: Educated Urban Communities
worth county,iowa,21.3,23.6,81.2,142300,2.3,2.3,20.1,4.5,38232,18.6,13.8,44.9,4.1,3.8,Medium Risk: Older White Homeowner Communities
wright county,iowa,25.8,22.5,74.2,109800,2.4,15,23.5,6.2,37066,22.3,13,48.3,6,22.2,Medium Risk: Older White Homeowner Communities
whitley county,indiana,22.6,20.7,81.8,219400,2.44,2.3,23.6,6.7,38313,101.9,13.7,43.3,3.4,3.1,Medium Risk: Older White Homeowner Communities
white county,indiana,22.8,22.6,81,175900,2.39,8.4,19.2,9.2,34585,48.9,14.6,45.4,5,12,Medium Risk: Older White Homeowner Communities
wells county,indiana,24.5,19.7,75.6,197600,2.42,3.1,19.9,7.1,36845,76.6,12.2,44.2,3.8,4.5,Medium Risk: Older White Homeowner Communities
wayne county,indiana,22.4,20.1,69.2,140200,2.39,5.9,20.5,9.5,32895,165.7,18.3,42.5,10.7,4.3,Medium Risk: Older White Homeowner Communities
washington county,indiana,22.3,19.4,82.1,172200,2.48,1.8,14.5,8.5,31007,54.9,16,41.7,2.9,1.7,Medium Risk: Older White Homeowner Communities
warrick county,indiana,22.6,19.6,82.4,242500,2.56,3.2,35.2,5.1,47213,166,12.5,42.2,7.6,2.8,Low Risk: Educated Urban Communities
warren county,indiana,21,22.3,82.4,182500,2.49,2.1,17.5,6,39993,23.1,18.2,43.3,3.1,2.6,Medium Risk: Older White Homeowner Communities
wabash county,indiana,21.1,22.7,80.5,157200,2.3,2.2,23.1,7.4,35845,75.1,15.4,43.8,4,3.5,Medium Risk: Older White Homeowner Communities
vigo county,indiana,20.3,17.9,61.7,148500,2.33,4.8,26.3,8.2,30731,263,17.1,38.2,12.7,3.4,Medium Risk: Older White Homeowner Communities
vermillion county,indiana,21.3,20.6,75.2,113100,2.31,1.5,17.6,6.7,30882,60.1,19.4,41.9,3.4,1.8,Medium Risk: Older White Homeowner Communities
vanderburgh county,indiana,21.5,19.1,65,184000,2.22,4.5,27.8,7.2,36840,771.8,16,40.6,16.2,4.2,Low Risk: Educated Urban Communities
union county,indiana,20.3,22.7,79.8,173500,2.36,2.3,18.4,6.7,37741,44,12.7,43,3.9,1.5,Medium Risk: Older White Homeowner Communities
tipton county,indiana,20.2,23.3,81.4,174600,2.41,3,23.5,6.7,37496,59,13.2,43.5,4.1,3.5,Medium Risk: Older White Homeowner Communities
tippecanoe county,indiana,19.9,12.9,53.4,239300,2.28,14.6,40.5,7.8,33313,373.3,9.5,32.8,19.3,10.7,Low Risk: Educated Urban Communities
switzerland county,indiana,23.4,19.7,78.5,175800,2.53,5.3,8.9,9.4,31416,44.1,20.7,43.1,3.3,1.5,Medium Risk: Older White Homeowner Communities
sullivan county,indiana,18.3,19.9,76.4,131100,2.39,1.5,14.6,7.5,30787,46.6,17.4,38.2,7.3,2,Medium Risk: Older White Homeowner Communities
steuben county,indiana,19.4,23.4,79.5,216200,2.37,3.5,25.6,8.1,39731,111.5,14.6,42.8,3.7,4.8,Medium Risk: Older White Homeowner Communities
starke county,indiana,22.1,21.5,83,157700,2.59,3,12.5,9,29104,75.6,19.3,43.6,3.3,4.9,Medium Risk: Older White Homeowner Communities
spencer county,indiana,21.3,21.7,81.3,185200,2.43,3.5,22,6.8,36369,49.9,14.1,43,3.4,3.9,Medium Risk: Older White Homeowner Communities
shelby county,indiana,22,19.9,72.5,212400,2.41,5.5,21.9,7.7,36701,109.6,15.3,41.9,5.4,5.9,Medium Risk: Older White Homeowner Communities
scott county,indiana,22.1,17.6,70.9,158400,2.45,2,12.7,7.9,29061,128.1,22.4,39.7,3.6,3.1,Medium Risk: Older White Homeowner Communities
rush county,indiana,21.9,20.3,74.9,166800,2.46,3.7,18.6,8.4,31606,41,16.6,42.2,3.5,2.2,Medium Risk: Older White Homeowner Communities
ripley county,indiana,23.2,19.5,76.8,222500,2.48,1.7,20.7,6.8,35537,64.9,13.7,42.7,3.2,2.2,Medium Risk: Older White Homeowner Communities
randolph county,indiana,22.7,21.2,77.3,113400,2.32,5,15.1,8.2,32537,54.2,19.9,43.9,3.6,5.9,Medium Risk: Older White Homeowner Communities
putnam county,indiana,19.8,17.8,75.4,218900,2.32,3.8,20.2,7.1,34784,76.4,14.5,37.6,7.5,2.5,Medium Risk: Older White Homeowner Communities
pulaski county,indiana,21.9,22.5,74.6,156400,2.48,3.2,14.1,8.8,32382,28.9,18,44.4,4.1,5,Medium Risk: Older White Homeowner Communities
posey county,indiana,21.2,22.3,82.3,222900,2.36,1.2,25.2,5.4,40307,61.6,12.6,43.5,3.8,1.6,Medium Risk: Older White Homeowner Communities
porter county,indiana,20.8,19.4,77.7,281500,2.5,7.3,31.1,6.1,44216,414.3,11.5,40.2,9.3,12.3,Low Risk: Educated Urban Communities
pike county,indiana,21.7,21.8,86.7,154900,2.38,0.5,16,7.4,35974,36.6,15.1,43.5,3.2,1.8,Medium Risk: Older White Homeowner Communities
perry county,indiana,20,20.6,75.5,163400,2.31,1.9,16.6,6.7,31632,50.2,16,40.6,6.2,1.9,Medium Risk: Older White Homeowner Communities
parke county,indiana,22.6,21.7,82.4,151200,2.51,6.6,15.4,12.2,32228,36.3,15.4,44.3,4.1,1.7,Medium Risk: Older White Homeowner Communities
owen county,indiana,20.3,21.9,81.4,172400,2.48,2.2,16.8,9.6,34451,55.3,20.3,42.2,3.6,1.8,Medium Risk: Older White Homeowner Communities
orange county,indiana,22.7,22,78.7,158700,2.45,2.8,16.1,8.7,34262,49.9,17,44.7,4.2,2,Medium Risk: Older White Homeowner Communities
ohio county,indiana,19.4,25.1,81.3,213100,2.27,3.2,17.8,7.1,37188,68.9,17.2,44.5,3.1,1.7,Medium Risk: Older White Homeowner Communities
noble county,indiana,24.2,18.3,77.1,196800,2.57,15.7,18.8,11.4,34118,115.5,13.3,42.5,4,11.7,Medium Risk: Older White Homeowner Communities
newton county,indiana,21.1,21,81.1,171500,2.4,5.8,15.3,10.2,33933,34.4,17.8,42.1,5.3,9.6,Medium Risk: Older White Homeowner Communities
morgan county,indiana,21.6,19.1,82.1,237600,2.54,2.3,21.1,7.3,40144,177.7,15.5,40.7,4.5,2.5,Medium Risk: Older White Homeowner Communities
montgomery county,indiana,22.6,19.6,80.3,171800,2.38,6.2,20.4,8.8,36354,75.2,15.8,42.2,4.3,6.3,Medium Risk: Older White Homeowner Communities
monroe county,indiana,15.4,15.6,54,285200,2.14,11.4,49.5,6.6,38653,354.1,11.8,31,15.4,5.1,Low Risk: Educated Urban Communities
miami county,indiana,20.5,19,76.2,126200,2.5,3.4,16.1,7.6,30463,96.2,16.8,39.5,9.2,4,Medium Risk: Older White Homeowner Communities
martin county,indiana,21.8,22.2,78.5,159400,2.48,1.7,13.3,8.2,33135,29.2,17,44,3.2,1.7,Medium Risk: Older White Homeowner Communities
marshall county,indiana,23.8,19.5,76.4,204900,2.57,15.3,20.9,11.1,34462,103.9,12.1,43.3,4.1,12.6,Medium Risk: Older White Homeowner Communities
marion county,indiana,24.8,13.9,56.5,224000,2.4,18.2,34.8,9.5,37704,2463.9,13.4,38.7,38.9,14.4,Low Risk: Educated Urban Communities
madison county,indiana,21.2,19.2,70.2,161300,2.37,4.8,20.5,8.1,33926,287.9,20.3,40.4,12.7,5.9,Medium Risk: Older White Homeowner Communities
lawrence county,indiana,20.8,21.1,80.7,175000,2.32,1.8,20.4,7.3,35064,100.2,16.9,41.9,3.5,2.3,Medium Risk: Older White Homeowner Communities
lake county,indiana,22.7,18.8,71.7,230600,2.54,15.1,25.8,7.4,37284,999.9,13.4,41.5,29.4,21.6,Low Risk: Educated Urban Communities
laporte county,indiana,20.8,20.5,74.7,195500,2.41,5.6,22.7,8.1,35395,187.9,14.4,41.3,15.5,8.1,Medium Risk: Older White Homeowner Communities
lagrange county,indiana,31,15.5,83,255900,3.14,48.1,11.5,31.3,34018,106.5,11.4,46.5,2.2,4.6,Extreme Risk: Hispanic Immigrant Communities
kosciusko county,indiana,23.1,19.3,77,216000,2.47,12.8,25.1,9.9,36792,151,13.5,42.4,5.1,10,Medium Risk: Older White Homeowner Communities
knox county,indiana,21.2,19.5,67.8,137700,2.26,4,19.1,7.2,34279,70.3,18.1,40.7,7.3,3.3,Medium Risk: Older White Homeowner Communities
johnson county,indiana,23.9,16.3,72.7,284600,2.61,8.3,34.7,5.8,43995,504.9,11.3,40.2,13.6,4.8,Low Risk: Educated Urban Communities
jennings county,indiana,23,18.2,78.8,161500,2.48,3.5,14.8,7.6,31235,73.3,18.9,41.2,3.6,3.8,Medium Risk: Older White Homeowner Communities
jefferson county,indiana,19.5,20.5,71.8,194600,2.42,3.7,19.8,8.5,33000,91.9,19.8,40,5.5,3.6,Medium Risk: Older White Homeowner Communities
jay county,indiana,25.8,18.8,79.9,117500,2.56,6.9,13.3,8.7,27634,53.3,17.8,44.6,3.2,4.6,Medium Risk: Older White Homeowner Communities
jasper county,indiana,22.4,19.7,83.6,221500,2.57,5.3,19.2,7,36348,58.8,16.5,42.1,3.2,8.2,Medium Risk: Older White Homeowner Communities
jackson county,indiana,25.8,17.1,73.2,178300,2.53,12.5,20.3,8.3,33080,91,14.6,42.9,8.1,15.6,Medium Risk: Older White Homeowner Communities
huntington county,indiana,21.5,19.6,77.4,161600,2.3,2.7,21.3,7.1,34854,95.8,15.2,41.1,4.1,3.5,Medium Risk: Older White Homeowner Communities
howard county,indiana,22.7,20.6,70.6,165000,2.32,3.3,20.8,7,35963,285.5,17.9,43.3,13.7,4.6,Medium Risk: Older White Homeowner Communities
henry county,indiana,20,20.2,76.2,154400,2.46,2.3,17.5,6.9,32182,124.8,20.3,40.2,5.6,2.5,Medium Risk: Older White Homeowner Communities
hendricks county,indiana,24.3,15.8,78.2,307600,2.66,10.3,39.5,6.4,45280,429.6,9.9,40.1,20.5,5.8,Low Risk: Educated Urban Communities
harrison county,indiana,21.7,20.5,83.6,229600,2.54,2.4,21.7,6.6,35756,81.9,15.4,42.2,3.7,2.7,Medium Risk: Older White Homeowner Communities
hancock county,indiana,23,17.5,79.5,274800,2.49,4,34.9,6.3,47372,261,12.7,40.5,9.9,4.2,Low Risk: Educated Urban Communities
hamilton county,indiana,24.4,14.9,76.1,405500,2.64,12.5,61.9,4.3,60278,881.1,7.8,39.3,16.2,6.1,Low Risk: Educated Urban Communities
greene county,indiana,21.3,20.9,77,153200,2.34,1.4,16.1,8.2,34152,56.8,19.9,42.2,2.8,2.3,Medium Risk: Older White Homeowner Communities
grant county,indiana,21.4,19.9,72.7,122300,2.28,3.9,20.3,7.7,29423,161,19.6,41.3,12.9,6,Medium Risk: Older White Homeowner Communities
gibson county,indiana,22.9,19.3,76.7,180000,2.4,2.4,18.5,6.1,34681,67.7,15.8,42.2,6.5,2.7,Medium Risk: Older White Homeowner Communities
fulton county,indiana,22.6,21.9,80.1,156500,2.5,5.5,16.9,9.4,33398,55.6,15.4,44.5,4.4,5.7,Medium Risk: Older White Homeowner Communities
franklin county,indiana,21.8,21.2,81.5,249500,2.48,2.8,19.5,7.7,40060,59.3,13.9,43,2.6,1.3,Medium Risk: Older White Homeowner Communities
fountain county,indiana,22.5,20.5,74.6,143400,2.38,2.9,14.7,8.2,32433,41.6,18.5,43,3.6,3.4,Medium Risk: Older White Homeowner Communities
floyd county,indiana,22,18.4,73.2,251000,2.49,3.5,32.9,6.6,41658,542,14.5,40.4,10.9,4.7,Low Risk: Educated Urban Communities
fayette county,indiana,21.9,20.7,72.1,130700,2.44,2,16,8.1,30876,108.8,20.7,42.6,3.6,1.8,Medium Risk: Older White Homeowner Communities
elkhart county,indiana,26.7,16.1,71.6,210400,2.83,23,20.1,13,32936,447,12.1,42.8,10.9,21.1,Low Risk: Educated Urban Communities
dubois county,indiana,23.8,19.8,74.7,230100,2.44,8.4,25.7,7.5,38483,102.1,11.6,43.6,3.7,10.7,Medium Risk: Older White Homeowner Communities
delaware county,indiana,18,18.1,66.5,139400,2.26,4,26.2,8.1,31091,285.4,19.1,36.1,12.6,3.4,Medium Risk: Older White Homeowner Communities
decatur county,indiana,23.1,18.8,76.1,199100,2.42,2.7,20,6.7,37115,71.1,12.2,41.9,3.9,2.7,Medium Risk: Older White Homeowner Communities
dearborn county,indiana,21.2,20.1,85.2,243400,2.49,1.6,25.3,6.6,39922,166.1,14.5,41.3,3.3,1.6,Medium Risk: Older White Homeowner Communities
dekalb county,indiana,23.6,18.2,82.1,194100,2.53,2.5,20.2,7.7,35553,119.2,14.5,41.8,3.4,3.4,Medium Risk: Older White Homeowner Communities
daviess county,indiana,29.9,16.4,72.4,197200,2.8,19.4,16.5,16.2,30624,77.7,13.9,46.3,6.3,6.7,Medium Risk: Older White Homeowner Communities
crawford county,indiana,20.9,21.8,81.3,117700,2.27,2.5,11.4,10.1,29006,34.4,17.9,42.7,3.6,1.8,Medium Risk: Older White Homeowner Communities
clinton county,indiana,25.9,17.2,74.2,164100,2.59,12.3,16.5,9.8,30642,81.9,10.6,43.1,3.7,20.4,Medium Risk: Older White Homeowner Communities
clay county,indiana,22.4,20.3,80.9,153000,2.46,1.5,20.3,7,40358,74,17.7,42.7,3.6,2.1,Medium Risk: Older White Homeowner Communities
clark county,indiana,21.6,17.5,74.7,222900,2.39,6.3,27.7,7,38661,324.8,15,39.1,14.3,7.3,Low Risk: Educated Urban Communities
cass county,indiana,23.1,19.6,74.3,133800,2.45,14.8,16.5,9.8,29807,91.9,16.8,42.7,8.7,19.5,Medium Risk: Older White Homeowner Communities
carroll county,indiana,21.3,21.9,82.2,180900,2.53,3.5,17.2,8,35594,54.6,12.5,43.2,3.1,4.9,Medium Risk: Older White Homeowner Communities
brown county,indiana,16.1,28.2,86.6,269100,2.28,2.4,26.4,7.4,44749,49.6,16.6,44.3,4.1,2,Medium Risk: Older White Homeowner Communities
boone county,indiana,24.9,15.5,78.8,376200,2.58,7.2,51.7,5.3,59577,167.5,10.2,40.4,11.3,4.8,Low Risk: Educated Urban Communities
blackford county,indiana,21.9,22.7,73.9,107500,2.28,2.7,14.5,7.9,31157,73.4,21.8,44.6,4.4,2.7,Medium Risk: Older White Homeowner Communities
benton county,indiana,24.4,18.3,79.8,151000,2.5,5.1,19.8,9.6,33278,21.5,17.7,42.7,4.2,7.7,Medium Risk: Older White Homeowner Communities
bartholomew county,indiana,23.6,17.4,69.3,232800,2.47,14.6,34.1,7.5,41608,202,13.9,41,13.5,9.6,Low Risk: Educated Urban Communities
allen county,indiana,25,16.3,68.9,214900,2.47,12.4,31.6,9.3,37766,586.4,12.3,41.3,22.4,9.5,Low Risk: Educated Urban Communities
adams county,indiana,31,17.2,83.5,178400,2.88,16,16.2,12.4,28631,105.7,11.8,48.2,2.9,5,Medium Risk: Older White Homeowner Communities
woodford county,illinois,23.6,19.9,85.7,197600,2.54,2.2,35.9,5.3,44140,72.9,10.3,43.5,3.7,2.4,Medium Risk: Older White Homeowner Communities
winnebago county,illinois,23.3,19.2,65.9,164500,2.41,15.2,25.2,7.3,35697,556.2,14.9,42.5,22.2,16.6,Low Risk: Educated Urban Communities
williamson county,illinois,20.5,20.8,70.7,156400,2.23,3.3,26.2,5.6,37284,159.8,19,41.3,9.7,3.1,Medium Risk: Older White Homeowner Communities
will county,illinois,22.8,15.6,82.8,319600,2.84,22.4,37.5,5.5,47516,833.1,9.7,38.4,23.2,20.6,Low Risk: Educated Urban Communities
whiteside county,illinois,21.9,22.7,76.9,127100,2.33,7.2,20.5,5.9,37312,81.4,15.3,44.6,5.6,13.9,Medium Risk: Older White Homeowner Communities
white county,illinois,21,23.9,77.1,108100,2.34,1.6,18.3,6.4,30898,28,21.3,44.9,3.2,1.9,Medium Risk: Older White Homeowner Communities
wayne county,illinois,22.3,22.4,78.4,110700,2.31,6.8,16.3,7.8,31813,22.7,17.2,44.7,3.8,3.1,Medium Risk: Older White Homeowner Communities
washington county,illinois,20,22.8,84.1,155700,2.31,2,23.5,4.5,40841,24.5,13.5,42.8,3.5,1.7,Medium Risk: Older White Homeowner Communities
warren county,illinois,22.2,21.1,75.2,105000,2.27,12,22,7.6,35164,31,13.7,43.3,8.7,11.5,Medium Risk: Older White Homeowner Communities
wabash county,illinois,20.5,23.3,76.3,104900,2.3,3.1,18.6,5.1,37580,50.9,21.5,43.8,4.9,2.9,Medium Risk: Older White Homeowner Communities
vermilion county,illinois,23.2,21,70.2,97200,2.31,3.9,19.2,5.8,31655,82.6,14.7,44.2,18.8,5.9,Medium Risk: Older White Homeowner Communities
union county,illinois,20.5,23.5,77.4,131700,2.35,5.6,20.9,7.6,31657,41.7,19.3,44,5.7,6.2,Medium Risk: Older White Homeowner Communities
tazewell county,illinois,21.2,20.6,78.4,167500,2.35,2.4,28.4,5.2,41190,203.2,12.4,41.8,5.2,2.9,Medium Risk: Older White Homeowner Communities
stephenson county,illinois,20.8,25.1,70.9,134900,2.22,3.8,20.7,5.9,35305,79.1,15.5,45.9,15.6,6.2,Medium Risk: Older White Homeowner Communities
stark county,illinois,22.3,23.3,80.1,104500,2.27,3.5,21.4,6,37754,18.7,14.7,45.6,5.2,3.7,Medium Risk: Older White Homeowner Communities
st. clair county,illinois,22.3,18.5,68.4,180300,2.47,5,31.8,5.8,38942,391.4,15.1,40.8,35.9,5.3,Low Risk: Educated Urban Communities
shelby county,illinois,21,24.7,78.4,137100,2.3,1.9,18.3,5,34820,27.7,14.8,45.7,2.6,1.4,Medium Risk: Older White Homeowner Communities
scott county,illinois,19.9,24.7,79,96400,2.39,2.2,21.5,4.8,36633,19.7,15.2,44.6,3.8,1.3,Medium Risk: Older White Homeowner Communities
schuyler county,illinois,17.3,24.3,79.4,109700,2.16,3.1,19.1,7.1,32939,15.8,18.6,41.6,7.3,3.3,Medium Risk: Older White Homeowner Communities
sangamon county,illinois,21.4,20.4,71.3,176300,2.25,4.8,36.6,5.5,44151,226.1,13.6,41.8,20.3,3.2,Low Risk: Educated Urban Communities
saline county,illinois,20.5,22.7,72.5,94300,2.26,2,19.6,6.5,36683,62.5,23.1,43.2,6.9,2.3,Medium Risk: Older White Homeowner Communities
rock island county,illinois,22.4,20.9,69.7,150400,2.23,13.8,24.7,6.5,36842,338.4,15.1,43.3,20.5,14.7,Low Risk: Educated Urban Communities
richland county,illinois,22,21.8,73.8,112000,2.37,2.9,19.1,6,33126,43.9,18.3,43.8,3.9,2.2,Medium Risk: Older White Homeowner Communities
randolph county,illinois,19.9,21.9,76.6,135100,2.25,3.1,15.2,6.9,32715,52.4,20.8,41.8,11.6,4.1,Medium Risk: Older White Homeowner Communities
putnam county,illinois,18.7,26.4,81.5,172700,2.27,3.8,22.9,6.1,40375,35.2,15.7,45.1,3.5,7.1,Medium Risk: Older White Homeowner Communities
pulaski county,illinois,20.4,24,68.2,85100,2.49,0.8,13,6.2,24074,26.1,24.4,44.4,34.3,4.1,High Risk: Rural Minority Communities
pope county,illinois,10.6,32.2,86.3,143800,2.59,3,15.7,6.4,31967,10.2,21.6,42.8,6.7,2,Medium Risk: Older White Homeowner Communities
pike county,illinois,22.9,22,77.7,101400,2.37,2.2,18.5,6.9,32134,17.7,17,44.9,2.9,2.3,Medium Risk: Older White Homeowner Communities
piatt county,illinois,21.6,22.6,84.8,180600,2.39,2.4,32.9,4.7,46739,38,12.1,44.2,3.5,1.8,Medium Risk: Older White Homeowner Communities
perry county,illinois,18.5,21,80.9,112600,2.3,2.6,13.7,6.5,30897,47.4,20.7,39.5,12,4,Medium Risk: Older White Homeowner Communities
peoria county,illinois,23.9,18.8,67,158500,2.24,8.9,34.9,5.8,40155,293.9,13.7,42.7,28.8,6.5,Low Risk: Educated Urban Communities
ogle county,illinois,21.7,20.9,75.4,189200,2.45,8.6,24.3,5.8,40038,68.3,15.1,42.6,4.4,12.8,Medium Risk: Older White Homeowner Communities
moultrie county,illinois,24.3,19.4,76,134000,2.42,10.9,19,8.8,37035,43.2,13.2,43.7,3.2,1.9,Medium Risk: Older White Homeowner Communities
morgan county,illinois,19.2,21.5,72.8,130800,2.34,2.4,22.6,6.2,35963,57.9,17.5,40.7,10.5,3.2,Medium Risk: Older White Homeowner Communities
montgomery county,illinois,19.7,22.4,77.4,112300,2.27,2.5,18.3,5.8,33451,40.2,17.9,42.1,5.9,2.3,Medium Risk: Older White Homeowner Communities
monroe county,illinois,21,21.4,84.7,282100,2.51,2.1,38.7,3.4,49605,90.7,10.7,42.4,2.8,2.1,Low Risk: Educated Urban Communities
mercer county,illinois,20.6,22.8,83.8,146700,2.33,2.8,20.9,5.4,39391,28,12.8,43.4,3.3,3.8,Medium Risk: Older White Homeowner Communities
menard county,illinois,21.4,21.8,79.5,185500,2.29,1.4,28.3,4.9,41446,39.1,16,43.2,3.9,2,Medium Risk: Older White Homeowner Communities
mclean county,illinois,20.7,15.4,65.1,208400,2.31,9.7,47.2,5.4,43372,144.5,9.5,36.1,18.4,6.9,Low Risk: Educated Urban Communities
mchenry county,illinois,22.1,17.8,82.7,308100,2.64,16.1,35.2,5.3,49388,514.1,9.9,39.9,8.3,17,Low Risk: Educated Urban Communities
mcdonough county,illinois,18.5,19.7,63.5,107500,2.05,4.8,31.4,5.6,32219,46.2,14.6,38.2,11.7,3.6,Medium Risk: Older White Homeowner Communities
massac county,illinois,20.1,22.9,76.4,121900,2.49,2.5,17,6.9,32040,59.7,18.8,43,10.7,3,Medium Risk: Older White Homeowner Communities
mason county,illinois,20.3,23.5,81.8,103400,2.17,2.2,17.1,6.3,34815,24.3,17.1,43.8,3.7,2,Medium Risk: Older White Homeowner Communities
marshall county,illinois,20.2,24.9,79.2,142800,2.23,2.9,18,5.8,37407,30.4,15.6,45.1,4,4.1,Medium Risk: Older White Homeowner Communities
marion county,illinois,23.2,20.8,74.7,103000,2.33,2.5,16.8,6.8,32825,65.9,18.7,44,8,2.3,Medium Risk: Older White Homeowner Communities
madison county,illinois,20.8,19.6,74.2,173000,2.35,3.6,31,5.4,41560,371.6,15.5,40.4,14,4.6,Low Risk: Educated Urban Communities
macoupin county,illinois,20.2,22.6,78.5,138200,2.47,1.4,20.3,6.3,37136,52.1,16.9,42.8,3.8,1.5,Medium Risk: Older White Homeowner Communities
macon county,illinois,22.6,21.9,70.2,127300,2.27,4.1,24.4,5,36605,179.1,14.5,44.5,24.6,3.1,Medium Risk: Older White Homeowner Communities
logan county,illinois,19,20.3,68.5,134400,2.16,3,20.9,5,35126,45.3,14.4,39.3,11,3.8,Medium Risk: Older White Homeowner Communities
livingston county,illinois,21.7,21,74.3,142200,2.29,4,19,6.3,37327,34.3,13.7,42.7,7.4,6.4,Medium Risk: Older White Homeowner Communities
lee county,illinois,19,22.6,73.6,154600,2.34,4.6,19.4,5.7,35945,47.1,16.3,41.6,9.2,8.4,Medium Risk: Older White Homeowner Communities
lawrence county,illinois,18,19.3,71.8,99100,2.48,3,14.9,6.7,31637,41.1,20.2,37.3,13,4,Medium Risk: Older White Homeowner Communities
lake county,illinois,22.6,16.9,74.8,345700,2.69,31.4,47.7,6.9,57153,1610.3,9.9,39.5,21.1,25.7,Low Risk: Educated Urban Communities
lasalle county,illinois,20.9,21.1,74.4,161900,2.33,7.9,20.5,5.9,39375,96.6,13.8,42,6.3,12,Medium Risk: Older White Homeowner Communities
knox county,illinois,20.1,22.6,70.8,111900,2.15,5.2,21,6.5,31878,69.7,14.7,42.7,14.5,6.8,Medium Risk: Older White Homeowner Communities
kendall county,illinois,26.1,11.8,84,322400,3.03,21.8,36.9,5.4,44141,411.8,7.7,37.9,17.9,23.6,Low Risk: Educated Urban Communities
kankakee county,illinois,22.3,18.7,69.9,192600,2.48,10.9,21.2,6.2,36825,158.9,14.8,41,19.4,13.8,Low Risk: Educated Urban Communities
kane county,illinois,22.9,16.6,76,327000,2.77,31.8,38.1,8.6,47482,994.5,9.5,39.5,14.9,34,Low Risk: Educated Urban Communities
johnson county,illinois,16.4,20.7,82,160500,2.82,2.3,19.6,6.5,27765,38.7,18.1,37.1,15.3,4.8,Medium Risk: Older White Homeowner Communities
jo daviess county,illinois,17.7,31.6,80.4,209900,2.08,2.6,28.9,6,44251,36.7,13.7,49.3,4,4.5,Medium Risk: Older White Homeowner Communities
jersey county,illinois,19.5,22,80.5,171900,2.54,1.8,22.6,5.1,38634,58.2,13.6,41.5,4.3,1.8,Medium Risk: Older White Homeowner Communities
jefferson county,illinois,22,20.9,71.7,126000,2.37,3.6,18.2,6.5,33038,65,18.3,42.9,12.8,3,Medium Risk: Older White Homeowner Communities
jasper county,illinois,22.7,22.2,85.2,125500,2.42,1.9,20.9,5.6,36416,18.8,15.9,44.9,2.6,1.8,Medium Risk: Older White Homeowner Communities
jackson county,illinois,18.7,17.3,50,137300,2.13,9.8,36.3,7.9,30227,90.8,17.1,36,23.9,5.4,Low Risk: Educated Urban Communities
iroquois county,illinois,21.3,23.4,80,137800,2.27,6,18.2,7.2,36404,24.2,17,44.7,4.3,8.9,Medium Risk: Older White Homeowner Communities
